Property ID,Building Type,Year Built,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
Th50007995,Apartment,2011,2022-07-02,1,4277,796,6 out of 9,Super Area,Area 845,Vijayawada,Unfurnished,Bachelors/Family,2,Contact Owner
Th50007996,Apartment,1995,2022-04-09,1,8226,1169,3 out of 17,Super Area,Area 260,Agra,Semi-Furnished,Family,3,Contact Agent
Th50007997,Apartment,2012,2022-04-03,3,4247,535,9 out of 16,Built Area,Area 787,Pune,Semi-Furnished,Bachelors,3,Contact Agent
Th50007998,Apartment,2020,2022-04-29,1,13431,958,3 out of 6,Plot Area,Area 762,Jaipur,Unfurnished,Family,1,Contact Agent
Th50007999,Apartment,2003,2022-05-28,3,14350,1088,7 out of 14,Super Area,Area 525,Mangalore,Semi-Furnished,Bachelors,1,Contact Owner
Th50008000,Apartment,1993,2022-05-13,1,20535,1380,8 out of 4,Plot Area,Area 381,Navi Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
Th50008001,Apartment,2013,2022-04-05,1,17160,1155,9 out of 19,Built Area,Area 476,Surat,Furnished,Family,3,Contact Owner
Th50008002,Apartment,1998,2022-06-05,1,9899,640,7 out of 17,Plot Area,Area 767,Ahmedabad,Unfurnished,Bachelors/Family,1,Contact Agent
Th50008003,Apartment,1998,2022-04-26,1,5614,506,8 out of 12,Plot Area,Area 104,Chennai,Unfurnished,Bachelors,2,Contact Agent
Th50008004,Apartment,2017,2022-04-05,2,6940,725,3 out of 9,Built Area,Area 168,Gwalior,Unfurnished,Bachelors,1,Contact Owner
Th50008005,Apartment,1991,2022-05-11,1,12260,1378,10 out of 15,Carpet Area,Area 785,Meerut,Unfurnished,Family,3,Contact Owner
Th50008006,Apartment,2003,2022-04-28,1,10381,1069,7 out of 4,Super Area,Area 383,Varanasi,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50008007,Apartment,2006,2022-06-02,3,3883,578,8 out of 8,Carpet Area,Area 214,Aurangabad,Semi-Furnished,Family,1,Contact Agent
Th50008008,Apartment,1990,2022-04-05,1,14794,1269,9 out of 20,Carpet Area,Area 327,Nashik,Furnished,Bachelors/Family,2,Contact Agent
Th50008009,Apartment,1995,2022-06-07,3,11094,898,6 out of 14,Plot Area,Area 286,Ghaziabad,Furnished,Family,3,Contact Agent
Th50008010,Apartment,2019,2022-05-31,1,15178,968,4 out of 16,Plot Area,Area 875,Meerut,Semi-Furnished,Bachelors,3,Contact Agent
Th50008011,Apartment,2016,2022-05-17,1,9040,674,8 out of 6,Carpet Area,Area 463,Thane,Semi-Furnished,Family,1,Contact Owner
Th50008012,Apartment,2000,2022-05-19,3,10302,738,8 out of 7,Plot Area,Area 105,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
Th50008013,Apartment,2021,2022-06-11,2,3153,620,2 out of 13,Super Area,Area 548,Kanpur,Furnished,Family,1,Contact Owner
Th50008014,Apartment,2012,2022-05-14,3,7960,1246,10 out of 17,Built Area,Area 129,Meerut,Unfurnished,Bachelors/Family,2,Contact Owner
Th50008015,Apartment,2002,2022-06-15,3,21230,1161,8 out of 14,Carpet Area,Area 883,Vijayawada,Unfurnished,Family,2,Contact Agent
Th50008016,Apartment,2019,2022-06-21,1,3906,670,10 out of 14,Plot Area,Area 728,Pune,Furnished,Family,3,Contact Owner
Th50008017,Apartment,2012,2022-06-04,2,13814,1143,9 out of 17,Plot Area,Area 451,Delhi,Unfurnished,Bachelors,3,Contact Agent
Th50008018,Apartment,1999,2022-04-21,3,9975,1390,10 out of 5,Carpet Area,Area 589,Meerut,Unfurnished,Bachelors,1,Contact Owner
Th50008019,Apartment,1994,2022-04-25,1,17071,1286,4 out of 12,Carpet Area,Area 781,Nashik,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50008020,Apartment,1998,2022-04-15,2,18085,1362,10 out of 20,Carpet Area,Area 591,Ahmedabad,Unfurnished,Family,1,Contact Owner
Th50008021,Apartment,2001,2022-05-17,1,3857,565,7 out of 17,Plot Area,Area 452,Faridabad,Furnished,Bachelors/Family,3,Contact Owner
Th50008022,Apartment,1993,2022-06-07,3,6635,1292,4 out of 6,Carpet Area,Area 214,Jodhpur,Semi-Furnished,Bachelors/Family,1,Contact Agent
Th50008023,Apartment,2017,2022-07-10,1,7760,828,10 out of 17,Carpet Area,Area 286,Coimbatore,Furnished,Bachelors,3,Contact Agent
Th50008024,Apartment,2018,2022-05-21,3,10420,970,8 out of 20,Built Area,Area 319,Ghaziabad,Semi-Furnished,Family,1,Contact Agent
Th50008025,Apartment,2001,2022-05-07,3,9418,993,10 out of 12,Built Area,Area 622,Patna,Unfurnished,Bachelors/Family,3,Contact Agent
Th50008026,Apartment,2018,2022-07-06,3,5937,1014,10 out of 18,Plot Area,Area 771,Jodhpur,Semi-Furnished,Family,1,Contact Owner
Th50008027,Apartment,2014,2022-06-15,2,12329,1139,5 out of 4,Built Area,Area 356,Indore,Semi-Furnished,Family,2,Contact Agent
Th50008028,Apartment,2011,2022-06-29,2,9016,1012,1 out of 15,Plot Area,Area 589,Navi Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50008029,Apartment,2009,2022-04-16,2,12422,681,8 out of 10,Built Area,Area 135,Amritsar,Furnished,Bachelors/Family,2,Contact Agent
Th50008030,Apartment,1993,2022-06-20,3,24914,1369,3 out of 8,Super Area,Area 705,Patna,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50008031,Apartment,2018,2022-06-10,1,10899,1074,6 out of 20,Plot Area,Area 464,Kolkata,Furnished,Bachelors,2,Contact Agent
Th50008032,Apartment,1998,2022-04-14,3,9969,734,5 out of 7,Plot Area,Area 130,Pune,Unfurnished,Bachelors,2,Contact Owner
Th50008033,Apartment,1990,2022-05-11,2,7126,866,6 out of 5,Plot Area,Area 923,Ghaziabad,Unfurnished,Family,1,Contact Agent
Th50008034,Apartment,2000,2022-06-17,2,14613,1288,10 out of 14,Built Area,Area 711,Faridabad,Furnished,Bachelors/Family,2,Contact Owner
Th50008035,Apartment,2018,2022-06-17,2,12337,1015,9 out of 14,Built Area,Area 459,Ranchi,Semi-Furnished,Bachelors,1,Contact Owner
Th50008036,Apartment,2003,2022-05-16,2,11089,633,6 out of 6,Super Area,Area 109,Ahmedabad,Unfurnished,Bachelors,1,Contact Owner
Th50008037,Apartment,1999,2022-06-24,1,13064,1093,9 out of 3,Built Area,Area 404,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
Th50008038,Apartment,2001,2022-06-02,2,12162,849,7 out of 8,Built Area,Area 818,Rajkot,Semi-Furnished,Family,2,Contact Owner
Th50008039,Apartment,2019,2022-06-15,3,7857,898,7 out of 3,Plot Area,Area 479,Patna,Furnished,Bachelors,2,Contact Owner
Th50008040,Apartment,1999,2022-04-04,2,13275,1056,9 out of 20,Carpet Area,Area 722,Gwalior,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50008041,Apartment,1993,2022-07-06,2,13592,916,1 out of 11,Carpet Area,Area 758,Amritsar,Furnished,Bachelors/Family,2,Contact Owner
Th50008042,Apartment,2012,2022-06-06,1,5981,536,1 out of 11,Super Area,Area 208,Bangalore,Furnished,Family,3,Contact Owner
Th50008043,Apartment,2009,2022-04-03,3,7099,1125,10 out of 13,Carpet Area,Area 811,Chandigarh,Unfurnished,Family,2,Contact Agent
Th50008044,Apartment,2016,2022-04-25,3,6133,667,10 out of 15,Plot Area,Area 934,Mysore,Semi-Furnished,Family,2,Contact Agent
Th50008045,Apartment,2010,2022-04-04,2,5979,1130,8 out of 16,Super Area,Area 635,Noida,Unfurnished,Bachelors,3,Contact Agent
Th50008046,Apartment,1991,2022-05-10,3,8145,639,4 out of 8,Plot Area,Area 789,Nagpur,Furnished,Bachelors,3,Contact Agent
Th50008047,Apartment,2002,2022-05-02,2,5831,960,2 out of 11,Plot Area,Area 274,Nagpur,Furnished,Family,3,Contact Agent
Th50008048,Apartment,2002,2022-06-10,2,3831,513,8 out of 5,Plot Area,Area 852,Patna,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50008049,Apartment,2020,2022-07-04,1,8610,1113,1 out of 18,Carpet Area,Area 884,Vijayawada,Furnished,Bachelors/Family,2,Contact Agent
Th50008050,Apartment,2002,2022-07-02,2,4133,710,9 out of 14,Built Area,Area 120,Coimbatore,Unfurnished,Bachelors/Family,3,Contact Agent
Th50008051,Apartment,2010,2022-06-02,2,8292,889,6 out of 15,Plot Area,Area 203,Ludhiana,Semi-Furnished,Bachelors,3,Contact Agent
Th50008052,Apartment,2015,2022-06-25,3,12736,705,10 out of 6,Super Area,Area 524,Faridabad,Furnished,Bachelors/Family,1,Contact Agent
Th50008053,Apartment,2011,2022-06-17,1,13472,1034,1 out of 15,Plot Area,Area 127,Mumbai,Unfurnished,Family,3,Contact Owner
Th50008054,Apartment,2006,2022-05-03,1,7959,838,7 out of 4,Built Area,Area 486,Jaipur,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50008055,Apartment,1993,2022-05-04,1,12960,800,7 out of 15,Built Area,Area 710,Meerut,Unfurnished,Bachelors/Family,2,Contact Agent
Th50008056,Apartment,2009,2022-05-06,2,10468,762,4 out of 12,Carpet Area,Area 456,Patna,Semi-Furnished,Bachelors,2,Contact Owner
Th50008057,Apartment,2012,2022-06-23,1,12503,1346,6 out of 7,Plot Area,Area 178,Lucknow,Unfurnished,Family,1,Contact Agent
Th50008058,Apartment,2005,2022-04-21,2,12909,1082,6 out of 15,Plot Area,Area 472,Indore,Furnished,Family,2,Contact Agent
Th50008059,Apartment,2010,2022-06-13,3,19881,1239,7 out of 19,Plot Area,Area 440,Rajkot,Furnished,Bachelors/Family,2,Contact Agent
Th50008060,Apartment,2002,2022-06-18,2,10334,1359,2 out of 12,Carpet Area,Area 345,Navi Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
Th50008061,Apartment,2012,2022-04-14,3,23646,1311,8 out of 11,Plot Area,Area 876,Faridabad,Semi-Furnished,Family,2,Contact Agent
Th50008062,Apartment,1995,2022-07-09,2,13358,1036,8 out of 5,Carpet Area,Area 952,Pune,Semi-Furnished,Family,3,Contact Agent
Th50008063,Apartment,2001,2022-06-02,2,12390,1271,6 out of 10,Carpet Area,Area 652,Jaipur,Unfurnished,Bachelors,1,Contact Agent
Th50008064,Apartment,2021,2022-05-05,3,20194,1381,6 out of 20,Plot Area,Area 133,Meerut,Unfurnished,Bachelors,3,Contact Owner
Th50008065,Apartment,2014,2022-06-24,2,9854,504,4 out of 18,Built Area,Area 341,Bangalore,Semi-Furnished,Family,2,Contact Agent
Th50008066,Apartment,2009,2022-05-16,2,5903,760,6 out of 8,Super Area,Area 912,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50008067,Apartment,2000,2022-05-18,1,15348,1264,3 out of 8,Built Area,Area 456,Ghaziabad,Furnished,Bachelors,2,Contact Agent
Th50008068,Apartment,1999,2022-05-10,2,16900,862,9 out of 15,Super Area,Area 799,Noida,Semi-Furnished,Bachelors,2,Contact Owner
Th50008069,Apartment,1998,2022-05-05,2,6667,960,10 out of 15,Carpet Area,Area 289,Navi Mumbai,Semi-Furnished,Family,3,Contact Agent
Th50008070,Apartment,2012,2022-04-22,2,16152,1079,3 out of 18,Plot Area,Area 351,Mysore,Unfurnished,Family,1,Contact Agent
Th50008071,Apartment,2014,2022-05-12,2,3378,586,2 out of 4,Carpet Area,Area 420,Mangalore,Unfurnished,Family,1,Contact Owner
Th50008072,Apartment,2003,2022-04-20,3,9971,839,1 out of 20,Super Area,Area 806,Nagpur,Furnished,Bachelors,3,Contact Owner
Th50008073,Apartment,2002,2022-05-02,2,25403,1282,5 out of 13,Super Area,Area 241,Ludhiana,Furnished,Bachelors/Family,2,Contact Owner
Th50008074,Apartment,2020,2022-04-16,3,13096,719,10 out of 20,Super Area,Area 379,Faridabad,Furnished,Bachelors/Family,3,Contact Owner
Th50008075,Apartment,1993,2022-04-12,1,8658,1309,4 out of 14,Super Area,Area 259,Thane,Furnished,Bachelors,3,Contact Owner
Th50008076,Apartment,2008,2022-07-09,3,14684,1275,3 out of 18,Plot Area,Area 275,Aurangabad,Unfurnished,Family,2,Contact Owner
Th50008077,Apartment,2000,2022-06-10,2,3293,515,2 out of 8,Carpet Area,Area 310,Pune,Furnished,Family,1,Contact Owner
Th50008078,Apartment,2006,2022-06-13,3,9802,952,2 out of 14,Carpet Area,Area 784,Kanpur,Semi-Furnished,Bachelors,3,Contact Agent
Th50008079,Apartment,2003,2022-04-25,3,22671,1323,4 out of 3,Plot Area,Area 989,Surat,Furnished,Bachelors,3,Contact Owner
Th50008080,Apartment,2000,2022-06-12,1,15442,1022,5 out of 4,Super Area,Area 283,Bhopal,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50008081,Apartment,1994,2022-06-03,3,7994,565,5 out of 20,Carpet Area,Area 450,Patna,Semi-Furnished,Bachelors,2,Contact Owner
Th50008082,Apartment,1993,2022-04-04,3,18520,1078,7 out of 10,Plot Area,Area 557,Aurangabad,Semi-Furnished,Bachelors,3,Contact Agent
Th50008083,Apartment,2000,2022-05-23,2,14162,1107,9 out of 10,Carpet Area,Area 179,Jodhpur,Furnished,Bachelors,2,Contact Agent
Th50008084,Apartment,1990,2022-06-14,3,20741,1133,2 out of 10,Plot Area,Area 826,Amritsar,Furnished,Family,3,Contact Agent
Th50008085,Apartment,2020,2022-07-10,3,8166,591,5 out of 15,Built Area,Area 377,Kanpur,Semi-Furnished,Bachelors,2,Contact Agent
Th50008086,Apartment,2005,2022-06-08,3,21968,1391,8 out of 15,Built Area,Area 992,Chandigarh,Semi-Furnished,Bachelors,3,Contact Agent
Th50008087,Apartment,1996,2022-06-02,3,4401,651,10 out of 10,Plot Area,Area 159,Gwalior,Semi-Furnished,Bachelors,2,Contact Owner
Th50008088,Apartment,2003,2022-04-05,3,6658,636,7 out of 4,Carpet Area,Area 698,Ranchi,Unfurnished,Bachelors,2,Contact Owner
Th50008089,Apartment,1991,2022-06-11,2,21158,1336,7 out of 4,Super Area,Area 444,Jaipur,Unfurnished,Bachelors/Family,2,Contact Owner
Th50008090,Apartment,1997,2022-05-19,3,20074,1321,2 out of 12,Built Area,Area 657,Amritsar,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50008091,Apartment,2018,2022-05-28,3,15508,820,9 out of 14,Built Area,Area 337,Delhi,Semi-Furnished,Family,1,Contact Owner
Th50008092,Apartment,1991,2022-06-02,2,26875,1346,4 out of 14,Built Area,Area 836,Chandigarh,Unfurnished,Bachelors,1,Contact Agent
Th50008093,Apartment,2012,2022-04-19,1,3439,539,6 out of 19,Super Area,Area 273,Ludhiana,Unfurnished,Family,1,Contact Agent
Th50008094,Apartment,1997,2022-04-06,3,10392,1179,10 out of 4,Super Area,Area 746,Noida,Unfurnished,Bachelors,3,Contact Agent
Th50008095,Apartment,2017,2022-06-23,1,8250,1189,10 out of 10,Carpet Area,Area 407,Patna,Furnished,Family,3,Contact Agent
Th50008096,Apartment,2007,2022-04-17,1,7254,864,3 out of 16,Built Area,Area 946,Visakhapatnam,Unfurnished,Bachelors/Family,2,Contact Owner
Th50008097,Apartment,2012,2022-04-05,2,9707,788,1 out of 13,Carpet Area,Area 301,Mangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50008098,Apartment,2012,2022-05-02,2,7508,966,8 out of 16,Plot Area,Area 165,Coimbatore,Furnished,Bachelors,3,Contact Agent
Th50008099,Apartment,2009,2022-07-06,3,5820,571,10 out of 10,Built Area,Area 172,Amritsar,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50008100,Apartment,2009,2022-07-08,1,12214,754,6 out of 14,Built Area,Area 968,Ludhiana,Unfurnished,Bachelors,3,Contact Owner
Th50008101,Apartment,2009,2022-07-09,3,9221,665,2 out of 7,Built Area,Area 927,Amritsar,Unfurnished,Bachelors,1,Contact Agent
Th50008102,Apartment,1994,2022-07-02,1,16269,1037,7 out of 12,Super Area,Area 176,Lucknow,Semi-Furnished,Family,1,Contact Owner
Th50008103,Apartment,2017,2022-04-02,1,18276,945,6 out of 3,Carpet Area,Area 923,Ahmedabad,Semi-Furnished,Bachelors,2,Contact Agent
Th50008104,Apartment,1990,2022-05-20,1,9954,520,6 out of 9,Carpet Area,Area 690,Bhopal,Semi-Furnished,Family,3,Contact Agent
Th50008105,Apartment,2002,2022-06-22,2,22736,1177,4 out of 4,Carpet Area,Area 185,Varanasi,Semi-Furnished,Bachelors,1,Contact Owner
Th50008106,Apartment,1992,2022-06-29,2,15399,844,10 out of 6,Carpet Area,Area 863,Pune,Furnished,Family,1,Contact Owner
Th50008107,Apartment,2011,2022-07-02,2,9714,1197,2 out of 19,Super Area,Area 615,Pune,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50008108,Apartment,1993,2022-04-01,1,10430,858,5 out of 15,Built Area,Area 145,Ghaziabad,Unfurnished,Bachelors,2,Contact Agent
Th50008109,Apartment,2017,2022-07-10,1,4674,593,3 out of 4,Plot Area,Area 216,Surat,Unfurnished,Bachelors/Family,1,Contact Owner
Th50008110,Apartment,2010,2022-06-19,1,9202,1076,9 out of 10,Plot Area,Area 589,Ludhiana,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50008111,Apartment,2021,2022-06-13,2,6497,976,9 out of 18,Plot Area,Area 819,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
Th50008112,Apartment,1999,2022-07-06,2,4281,787,1 out of 20,Carpet Area,Area 527,Bangalore,Unfurnished,Bachelors/Family,3,Contact Agent
Th50008113,Apartment,2020,2022-06-01,1,14265,723,7 out of 16,Plot Area,Area 176,Amritsar,Unfurnished,Family,2,Contact Owner
Th50008114,Apartment,2016,2022-04-21,3,15394,793,8 out of 16,Built Area,Area 657,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50008115,Apartment,2017,2022-05-01,2,3451,516,10 out of 4,Carpet Area,Area 303,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner
Th50008116,Apartment,2014,2022-04-04,1,9148,1382,8 out of 5,Built Area,Area 496,Meerut,Furnished,Bachelors,1,Contact Agent
Th50008117,Apartment,2007,2022-06-07,2,10090,1313,2 out of 16,Carpet Area,Area 116,Indore,Furnished,Bachelors,3,Contact Owner
Th50008118,Apartment,2012,2022-04-18,3,22619,1237,1 out of 3,Built Area,Area 638,Vadodara,Semi-Furnished,Bachelors,1,Contact Agent
Th50008119,Apartment,2009,2022-06-19,3,15249,960,7 out of 7,Carpet Area,Area 344,Bangalore,Furnished,Family,3,Contact Owner
Th50008120,Apartment,1990,2022-04-03,3,10132,676,5 out of 14,Super Area,Area 145,Navi Mumbai,Unfurnished,Bachelors,3,Contact Owner
Th50008121,Apartment,2006,2022-06-16,3,3699,629,5 out of 19,Carpet Area,Area 739,Vadodara,Furnished,Bachelors,2,Contact Agent
Th50008122,Apartment,2006,2022-05-20,3,3470,656,6 out of 18,Carpet Area,Area 860,Nashik,Unfurnished,Family,1,Contact Owner
Th50008123,Apartment,1995,2022-05-14,3,19770,1160,9 out of 16,Built Area,Area 162,Vadodara,Unfurnished,Family,2,Contact Owner
Th50008124,Apartment,1992,2022-06-07,1,5261,600,3 out of 20,Carpet Area,Area 339,Visakhapatnam,Semi-Furnished,Bachelors,2,Contact Agent
Th50008125,Apartment,2007,2022-04-12,3,4016,619,4 out of 13,Plot Area,Area 609,Kolkata,Furnished,Bachelors,3,Contact Agent
Th50008126,Apartment,2015,2022-04-01,2,6020,502,6 out of 11,Super Area,Area 524,Kanpur,Unfurnished,Family,3,Contact Agent
Th50008127,Apartment,1994,2022-05-25,1,9654,712,3 out of 10,Super Area,Area 911,Surat,Unfurnished,Bachelors,3,Contact Owner
Th50008128,Apartment,1996,2022-04-11,3,21874,1187,6 out of 16,Built Area,Area 198,Ahmedabad,Unfurnished,Bachelors/Family,2,Contact Agent
Th50008129,Apartment,2005,2022-05-30,3,7837,1023,4 out of 7,Plot Area,Area 450,Jodhpur,Semi-Furnished,Family,2,Contact Owner
Th50008130,Apartment,2004,2022-04-19,2,16603,1186,2 out of 15,Built Area,Area 862,Agra,Furnished,Bachelors,2,Contact Owner
Th50008131,Apartment,2005,2022-04-27,2,14571,969,4 out of 12,Super Area,Area 506,Ahmedabad,Semi-Furnished,Family,2,Contact Agent
Th50008132,Apartment,2006,2022-07-03,2,7593,772,8 out of 6,Built Area,Area 543,Patna,Furnished,Family,1,Contact Agent
Th50008133,Apartment,2009,2022-05-02,2,7201,960,4 out of 5,Built Area,Area 402,Ludhiana,Furnished,Bachelors/Family,1,Contact Agent
Th50008134,Apartment,2011,2022-07-09,3,7276,1354,5 out of 5,Super Area,Area 679,Indore,Furnished,Bachelors/Family,1,Contact Agent
Th50008135,Apartment,2002,2022-07-05,3,5251,603,7 out of 19,Built Area,Area 939,Amritsar,Unfurnished,Family,3,Contact Agent
Th50008136,Apartment,2000,2022-07-07,2,7925,552,1 out of 11,Super Area,Area 702,Aurangabad,Unfurnished,Bachelors,3,Contact Agent
Th50008137,Apartment,2015,2022-06-25,2,14909,1279,8 out of 19,Plot Area,Area 238,Varanasi,Semi-Furnished,Bachelors,1,Contact Agent
Th50008138,Apartment,2020,2022-06-10,2,21996,1269,2 out of 12,Super Area,Area 984,Rajkot,Unfurnished,Family,2,Contact Owner
Th50008139,Apartment,1990,2022-04-08,1,19990,1257,5 out of 5,Plot Area,Area 478,Ranchi,Furnished,Bachelors,3,Contact Owner
Th50008140,Apartment,2006,2022-06-29,1,4029,613,8 out of 18,Built Area,Area 864,Bangalore,Furnished,Family,3,Contact Owner
Th50008141,Apartment,2002,2022-04-06,2,8476,735,5 out of 19,Super Area,Area 628,Coimbatore,Furnished,Bachelors,2,Contact Owner
Th50008142,Apartment,2017,2022-04-27,2,19290,1020,5 out of 14,Carpet Area,Area 963,Gwalior,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50008143,Apartment,2003,2022-07-08,3,6475,997,5 out of 9,Plot Area,Area 786,Gwalior,Semi-Furnished,Family,1,Contact Agent
Th50008144,Apartment,2002,2022-06-03,1,7995,967,10 out of 20,Built Area,Area 277,Ranchi,Furnished,Bachelors,1,Contact Owner
Th50008145,Apartment,2008,2022-05-14,3,11722,895,5 out of 20,Super Area,Area 173,Vadodara,Unfurnished,Bachelors/Family,2,Contact Agent
Th50008146,Apartment,2012,2022-06-11,3,4548,511,3 out of 8,Carpet Area,Area 956,Ranchi,Furnished,Bachelors/Family,3,Contact Agent
Th50008147,Apartment,2020,2022-06-03,1,19622,1069,1 out of 13,Super Area,Area 434,Thane,Unfurnished,Bachelors/Family,3,Contact Owner
Th50008148,Apartment,2010,2022-06-13,3,20212,1014,9 out of 10,Super Area,Area 862,Amritsar,Furnished,Bachelors,2,Contact Agent
Th50008149,Apartment,2015,2022-05-30,2,11525,682,1 out of 3,Super Area,Area 623,Pune,Semi-Furnished,Family,2,Contact Owner
Th50008150,Apartment,2011,2022-07-10,3,17415,1378,10 out of 13,Built Area,Area 560,Ahmedabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50008151,Apartment,1994,2022-05-02,1,17613,922,5 out of 18,Built Area,Area 797,Nashik,Semi-Furnished,Bachelors,3,Contact Agent
Th50008152,Apartment,1995,2022-04-25,1,16264,918,4 out of 9,Carpet Area,Area 196,Visakhapatnam,Furnished,Family,2,Contact Agent
Th50008153,Apartment,2013,2022-06-26,3,22859,1387,7 out of 17,Carpet Area,Area 720,Ghaziabad,Semi-Furnished,Family,2,Contact Agent
Th50008154,Apartment,2007,2022-05-19,2,7678,813,10 out of 6,Super Area,Area 707,Rajkot,Unfurnished,Bachelors/Family,3,Contact Agent
Th50008155,Apartment,2003,2022-04-03,2,21267,1372,6 out of 20,Carpet Area,Area 920,Chandigarh,Unfurnished,Bachelors,2,Contact Owner
Th50008156,Apartment,1997,2022-06-05,1,22208,1261,9 out of 12,Carpet Area,Area 809,Faridabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50008157,Apartment,2002,2022-06-20,3,12624,941,1 out of 20,Carpet Area,Area 244,Coimbatore,Furnished,Bachelors,1,Contact Agent
